clean_text,category
what wrong using fingersany way didnt you ever used fingers always were dependent carrots raddish gourd back hindutva modi does that also mean scum backs another anyway rss apna haath jagannath,-1
"
from women development womenled development under modi government via namo app",0
the name progress kejriwal the name demolition modi,0
tim apple modi technological world,0
"goodness enjoyed you after long quietness stay with your detailing input gonna important ‼️
the month april going crazy emotional journey webseries ",1
sorry rahul vote for 2019 for modi only think nest for you ,-1
could you please proove with any doc video where modi has called,0
lsquoyou are far the best prime minister for india todayrsquo kabir bedi wishes narendra modi elected again actor replies his lsquovote karrsquo campaign ,1
arnab modi always support hindu saffron terrorists openly china will not hear voicewhatever speak voice are only for bjp and know principlehyprocratic nature voice will muted after bjp will lost,0
with record revenue collections thru exportsgst india can offer govt job member every family with 25k salary per month modi created history proving efficient maintain surplus economy per parliament corridor but bjp donot want job offer,0
"you got 320000 crore from modi already
",0
while modi busy guaranteeing income anil ambani and adani assures 72000 per year the poorest families the country ,1
whatever nonsense modi again confirmed,1
explain modi lies false promises 2014 ,-1
talk about looting hypocrite modi took white money converted black gave trolls everone knows who else,-1
"the money will transferred into their accounts directlymost them were opened during 201419by modi government
its the height irony ☺️",0
thanks modi for creating many jobs ,1
the leadership modi think rahul gandhi thinking better 2013 his statement about poor was poverty just state mind pchidambaram the list top economist that supports this program ,1
why modi why ौीाोै ,0
surprises basically how can there comparison between mount everest mole hill hon shri narendra modi compares only with himself cant compared any one else and especially minion called rahool,0
jaise malya nirav modi mehul choksi adani power jharkhandmany more examples are there the line,1
"just back from after days extensive coverage cast lines communal linesevery body rock solid favour modi and namowilling vote national interest
interestingly most muslim womenyoung old fovouring modi",1
"our gdp considered the scheme for years god save this india from such jokersthe unemployed people will stay homes for freebies and working class tax will ruined
modi has vision trillion economy and these jokers are liability india",0
"free house given modi bpl families check please modi was saying before 2022 everyone will have their own house
free gas cylinder they have given free gas cylander many bpl families thise scheme also for the percent lowered bpl families",1
modi called himself chowkidaar bhakts his party members followed suit,0
its big history sir with you first have receive lakh from narendra modi then will give you vote otherwise will miss lakh get 72000 thank you sir will not leave modi till get amount lakh,1
chor modi hoto sab mumkin and belivable hein,0
modi runs the govt for adanis and ambanis only,0
modi never promised that what said was that the amount black money can give everyone ₹ lac the amount that has come back being used develop the country nothing free this world show where has said actually give lakh eac person,1
thank god modi atleast comedy not like few who support pakistan and love eat the pakistani shit,1
who said modi chaiwala and doesnt get elected but can arrange some place sell his tea who critisized about smriti iranis background who made disgusting comments abt vasundhara raaje its eas spit others but you are spitting facing sky apparently,-1
doing maximum ruining country for years now congress come with for votes when all lost for but sorry wont help congress help bjp from modis jumla sabka vikas 72000 ,-1
still modi bhakth wants fake promises,-1
now what will jumlebaaz modi abt his pakoda,0
modi saar the supreme great leader and beyond any questioning and criticism,1
nirav modi approaches bombay high court stop auction paintings ,1
modi govt has made possible reduce poverty great extent sure poverty will eradicated completely next 5yrs make namo again other side cong will keep misguiding poors the name min wages guarantee scheme thats total sham like sam pitroda uncle,1
rescheduled ticket and must tell you was sweet enough that for without extra cost cited about election day friends changed their trip plan lost almost 10k process but they say its not important what more modi coming back ,1
bakts cannot answer awkward questions has modi ever given interview vanakkam pudicherry even front his own bakts,0
thank you much sir  will always stands for our nation and hope only modi bcz they are only one the person who think nation youth woman and farmers main thing job criteria for youth thank you sir,1
that writeoff came from profit banks not from your pocket tax payer money dont fall for informed arguments those loans were given when upa was power projects that were not feasible understand how banks work because ibc modi has now recovered ,0
after long time modi govt fulfil the requirements our defence forces what you will say rahul ,-1
this time get ready press evm everyone vote for modi ,1
the primeminister pakistan literally saved the world from nuclear holocaust modi kept increasing provocations ahead his electoral campaign but who cares,0
"modi child
sold chai modi 2014
sold jhumlas modi 2019
selling tshirt how far have come ",1
"you may think have lot hatred for bjp modi
but the truth grateful them bjp rss helped understand what means with the congress what means indian what means hindu shiv bhakt ",0
"hahaha said the burden proofs lied and failed independant authorities released reports but empty headed indians believed modiwantedvotesand hide corruption rafales
almost had hinduism eliminatedfrom earth should thankful khan for deescillation",-1
childlike innocence sidiqul farooq has made factual apprehensionclose beneficiariesdarbaries nawaz shareef can  avail off this opportunity desperationthey want get something exploit election plank like modi doing this timecourtsjail cautious ,0
its massive self goal covers only indian population that large number sections who are antibjp voters present modi will use this demonize the congress rule would increase taxes remove subsidy etc and finally congress credibility all time low,1
they have implemented nrega which modi like feku bashed all the time yet giving budget every yearwhy dont you say your boto shut for falsely targeting congress over nrega,-1
"when india did air strike pakistani jehadis traitors india started vidhva vilaap and told that modi did win election now they want sold the nation the name minimum income please tell someone that live you have work
",1
nirav modi’ company sends legal notice stop auction paintings – economic times ,1
governor party worker somebody should supreme court for settling his dilemma ,0
how about the money congress gave all the fugitives like mallya nirav modi just want come back power pappu just announced policy thats gonna find money robbing the middle class,0
the and should everywhere air india boarding pass with modi’ photo kicks row airline withdraws ,0
one thing show link video which shows modi calling press meet saying will put 15lac your account will rest case dont fool have seen all this selective understanding fools the past,-1
absolutely for fresh poll will indicate crash modis popularity,1
 now air india boarding pass with pictures modi causes stir india news ,0
more than people are with modi and balance divided into partys,1
common people should beneficiary and not ambani adanis are witnessing modi raj rahul gandhi unveils minimum income support scheme crore poor people get 72000 per year elections news the indian express via ,-1
"bibi going the modi way
two great friends same strategy",1
like this thought but jitega modi ,0
lesson here perhaps for rahul gandhi the opposition going after modi rafale necessary but isn’ per going defeat fascism india ,0
"electioneering india style
here idea wonder andrex would print toilet roll with bojos face  ",-1
kotak bank also doing fraud but not updating cibil report inspite credit card closed this bank similar pnb bank nirav modi pls look into this uday you have assholes your bank you will also move out india ,-1
sir indian have too mnay internally problems hence are disagree with some issue but the namo the best for our country someone have doubt then please visit kutchh gujrat and then decided for namo but request all greatest indians give vote modi ,1
"groundbreaking announcement congress president shri indias poorest will recieve 72000 per year crore families crore people benefit from this are proud this landmark decision modi works for ambani
congress works for india jai hind ",1
people have already made their mind people india are going choose performance modi false promise rahul,-1
"whatever you have announced now woul another scam youre people come power
phir baar modi sarkar",0
did you ask this question modi when they promised lakh but unlike modi will fulfill his promises,0
the shepherd’ son stirring lowercaste unrest modi’ india see more ,1
thanks you modi ,1
this coming from someone who cheered when modi promised lakhs every indian  ,0
will vote for 2019 loksabha election modi namo again ,0
give ppl rahul gandhi they will elect modi,1
"
through the vision work modi development becoming mass movement where instruments progress are reaching the poorest poor bjp standing for rights poor via namo app",-1
india expects malala more accountable hate crimes pakistan than modi the prime minister hate crimes happening india ffs have some shame while doing propaganda ,-1
for many watchmen modi’ campaign political gimmick that unlikely improve their lives lives,0
report the airline said the passes featuring the photographs which were thirdparty advertisements would withdrawn they are found violation the model code conduct ,0
when the leader chowkidaars contested from seats where were you escorting nirav modi,0
response modis 6000year indias kisan rahul gandhi promises 6kmonth 25cr poor ,-1
"modis jan dhan yojana world recordsetting programme the scale financial inclusion achieved huge – 338 crore bank accounts opened just little more than months financial inclusion for poor now reality
via namo app",1
2029 our pappu can make the same even double the amount after terms modi there will poor people the country 2014 had poor today have only poor jai sri ram,-1
world’ leading demagogue trump has his border wall and antimuslim immigration controls modi has muslims both within india’ borders and beyond ,0
yippeekiyaydh indiatoday tathagatha roy wants boycott kashmiris kalyan singh wants bjp win again dont need democracy now declare modi emperor and mukesh ambani the crown prince life will much easier,1
and werent you questioning modis move giving 6000years the farmers now that rahul gandhi has raised the price term some sort game changer why such double standards sir,-1
"
modi govt insuring the uninsured with jan suraksha yojana for weaker section now with accident insurance available re1month life insurance available less than re1day doors financial security are open for poor
via namo app",1
who will next like for rahul gandhi retweet for modi,0
"modi schemes for india best suited due good implementation
modi schemes good implementation always
congress schemes bad implementation always
congress did not allow chowkidari due fear
slogan should congress policy hatao for congress modi hatao",1
and then asks why people ask whether indian pakistani ,0
"power indias development modi govt empowering poor with easy access bank loans which used the preserve rich and well connected 155 crore mudra loans were given small entrepreneurs
via namo app",1
modi bhakht channels will try everything for smriti irani ,0
congress government removed the poor poverty being removed modi,-1
how many people are support narendra modi plesse comment ,1
"home their own everyone’ dream and the poor have this dream too with the construction 148 crore houses for the rural poor this dream being fulfilled modi government
via namo app",-1
writing modi strong leader not substitute for providing facts and figures which anyone does educated person will vote for him lekin hum kare kare kya aur bole bole kya ,1
and has rejected meet more times than modi rejected iks offer for peace talks,1
"due modi govts efforts that quality healthcare services are now being availed lakh poor families which was nearly impossible before modi govt’ ayushman bharat with coverage lakhpoor familyyear enabling this
via namo app",-1
who may our next prime minister india like for rahul retweet for modi ,0
"
benefits that belonged poor used taken away middlemen modi govt has put end exploitation bringing around 440 schemes under direct benefit transfer has transferred lakh directly bank accounts beneficiaries
via namo app",-1
coproducer lend his vocals the song ,0
"narendramodi vapas lana hai
desh agey badana hai
vote for modi vote for developement
its right each and every citizen ",1
last preperations for the 2019 feel free visit from 2603 28032019 booth 2155 present the newest for ,1
pappu you are idot number one for the shake vote you are doing this all know you and your italian mom cant make fool anymore you will have looted india for many years and stop doing all this bullshit will vote for modi ,1
you are right modi has failed the nation miserably should thrown out the dust this election,-1
elections are not won with one jumla here there ifs and buts modi surely knows what hard core player not pappu that get much nervous these kind jumlas modi will win rahul will help him,1
just super impressed this guys work not modi who your choice,1
there aint tamil homeland original chola kindom india ask back from modi ,1
now dont say that this guy lying modi hasnt denied ,0
wow many indian relatives bet modi must self claiming kumb mela story,1
modi gives handouts his crony besties,0
will this game changer time when modi seen prorich giving massive writeoffs taxloan waivers benefits plum contracts for adani ambani under the shadow this clever positioning ,-1
can’ understand why outstanding professional like you has fallen for the myth that since has not fulfilled all your expectations years officehe not good enough for your supportfor achieving all your wish listmodi needs office for years,1
honest question how many times have you asked these questions modi,1
good work for poor this countryplease dont make them fool like modi did wit lakhs promise 2014 election,1
plz modi sar jonathan chahiy all india ,0
2019 2024 modi will sell india ,0
only after modi government brought 10quota for economically backward irrespective their castereligion now rahul repeating the same monitory benefits the economically weaker sections irrespective their castereligion this has lurched the minority backward,1
rishi bhai staunch modi supporter respect views but dont compare with him shatrushatru nothing infront him national herald etc exposed cause him,0
"today got why modi has not inducted him any cabinet
never doubt modis decision ",0
indian rupee usdinr poised appreciate furthermy take probability continuation modi bhai government high ,1
question why not modi why even have second option here,0
lets stop pretending you are supporting bjp you are doing because you have inherent hate against the minorities especially muslims your lofty views about how modi developing india are all ,-1
"tamiltelugu tulu kannada etc are independent languages evolved from single family our languages shows indian culture some others
with all due respect hindi please stop ",-1
"years before congress said gareebhi hataao that happend dont believe this lair support only modi
modi hai mumkin hai ☺️☺️☺️☺️☺️☺️☺️",0
for all chowkidar bhakts and sanghis who love bring gangadhar nehru birbal and rahul gandhis italian accent when debate since 2014 please read jaisa bhi modi jaane wala hain ,1
extremely powerful groundbreaking and wellthought through idea rahul gandhi minimum via,1
dont believe any the story they are propaganda factory spreading lies all the time can highlight all their propaganda and lies every story they publish are drafted way that can tent image modi govt dont believe their lies ,-1
the question asked why suits both—reliance and modi— seen sharing vision and what implications that has for rjio’ future wrote epw editorial via ,0
another example chor modi and his goons failed economics chor modi and his goons now offer jet airways his gujarati brothers adanis ambani’ ,-1
the way again ,0
until modi promises one gaibhains per family ,0
"nothing should come free someone paying you for freeeits bad
bcz simply means they are buying you why are you going the way modi went
give mini work guarantee mini health care guarantee
but this simply buying themjust like modi did with farmar ",-1
was not verdict modi rajasthan they said modi tujhse bair nahi madhya pradesh was very tough battle cong did not get majority chhatisgarh dont know what happened still not verdict modi,-1
madam because proven liar  habitual for shamelessly spreading lies and rumours against modi govt ,0
thats why modi talk with paki pakistani day ,0
modi jaitley don’ understand economics claims subramanian swamy,0
you agree with this you also agree modi coward and psychopath ,0
bjp president amit shah wants enter the lok sabha because that would the first step towards his recognition mass leader very interesting piece the possible upward political trajectory ambition ,1
modi bhi corruption vote for nota till time action taken rrb alp cbt answer mistake ,1
modi good priminster,1
kyo jalti tumhari har chij anyways what can expect from fan pappu chutiyadar,0
election commition should punish the narendra modi,0
sir dare you ask vote the name work udupi stop fooling people telling this all about modi are not usa are india elect our not our was your hand give tickets capable shame you well,1
and modi govt unable prosecute him aircel maxisinternal sabotage workhypocrisy,-1
sirji you are still hating modi think where will your pension with venezuela type economic reforms announced your pappu,1
great rahul will fullfill his promise not modi ,1
modi people spent their life time savings for buying room apartment jaypee wishtown didnt ask govt give for free but ensuring governance jayprakash gaur manoj gaur collected 8090 money and delivered nothing what action have you taken years ,1
will answer becomes the more than modi raga quite confident about the election results suppose,1
hope kharabel swain jis addition will helpful winning karendra majhi and vice versa thank you people kandhamal are always with narendra modi ,1
are you stupid you know modi decides contest from trivandrum what would your position will cake walk for modi people trivandrum well informed,-1
can identify slave did ever modi said 15l that rafool and his pidis said ,0
when you see rahul and modi candidate  ,0
you are wrong defeat narendra modi else amit shah will forever ,-1
these guys are giving good content modi their fantastic work the hero worshipping tendency indians makes them crazy about individual and make politician god,1
"why you comparing the new zealand with modi
looks like you comparing peacock with crow",1
was modi sure about his defeat 2014 that promised rs15 lakh for every family that case modi can sure his defeat this time,1
hindus dont follow any ideology now they follow personal cults very disappointing hindutva needs followed not savarkar modi vajpayee anybody who doesnt follow the line should thrown away,-1
not come when die kuku vada and thoothukudi killing modi has been the last days for elections times tamil nadu has come 40m than our lives since the pblock too big every time bite modi ,0
watch the trailer the movie narendra modi ,0
gandhis ass licker even know what impact shall this have our fiscal deficitand what impact will have inflationthe biggest achievement modi govt that has kept inflation under thus making our economy stronger for votes will sell india and indians,0
“sandeep ssingh producer modi’ biopic accused sexual assault against minor swiss boy mauritius this the reality bhakts” commented twitter user ,1
dhruv rathee spreads fake news about modi modi inaugurates eastern via ,-1
awaiting lakh from modi lets get that first,1
"then why vadra free what did bjp did all this years
was chowkidaar sleeping what about rafael scam
nirav mehul scam
remember the same fool wiped states recent election
modi toh giyo",1
naveen sharma resident usa touring india and interviewing people understand the ground realities the yojanas introduced modi this interview kannada sri śrīsāmānyara talks about ,0
ask modi what was 6000 per year fools dont understand soon,0
agreed but you have tracked 2012 guj election home for all ghar ghar from congress scheme had lot traction there was pressure from bjp cadar something similar but modi didnt budge despite 4th term renomination and chair was stake ind not guj ,0
thats how modi rejuvenating nation first thought all indiansand hes contributing much make each and every indian feel extremely proudjai hindjai namo,1
modi will addressing rally @ mysuru,0
scheme will implemented phases the fiscal repercussions have been analysed mrmodi can give ₹350000cr indias richest then the same for crore indias poorest families rahul gandhi ,0
know what saidvidesho itna kaala dhan hai agar woh desh jaye toh sab kahte lakh sakte hainow can modis ass lickers tell where tht black money,-1
lok sabha polls chowkidars ask narendra modi will also improve their lot india today ,0
pappu khan will vote modi not you not waste your time decorate your lies,1
its big history sir with you first have receive lakh from then will give you vote otherwise will miss lakh get 72000 thank you sir will not leave modi till get amount lakh,1
mean modi never took questions reply indians ever,-1
modi wouldnt have got elected 2014 then yes were competing syria pak killing yea and conversion also,0
question also who after modi not immortal right ,1
blog the wants known whatever his political agenda may what about being actual chowkidar that merits condescension with remarks like they can outsourced from nepal writes saransika pandey ,1
urge 130 indians wear ‘ chor modi ‘ shirt ,0
late pundit nehru the first india was charismatic mass leader later indira gandhi rose mass leader with strong leadership qualities today have charismatic modi with strong leadership qualities hence modi the only option left for india,1
youre right vote for narendra modi,1
after railway tickets now boarding pass air india has modis pics ⚡ 12000⚡ ,0
saalo pblic meri tax paise khub maari hai aur bajayee hai earn everyday 1214 hrs pay tax modi and misused all money his publicity and his chamchas ,-1
"why indias rape crisis getting worse under narendra modi los angeles times
",-1
now governors become modis propaganda agents ,-1
will wait for lakh vote modi until received lakh,0
prime minister imran khan has taken notice two hindu girls kidnapped from sindh modi ever take any kind notice about mass killing raping torturing beating occupied kashmir others state india the answer ,1
"development has become mass movement under modi govt with economic social and political empowerment life one and all has witnessed positive paradigm shift this new india
via namo app",1
must control hindu terrorism agnist muslim india modi government support hindu terrorist india and give them task target muslims familys india,0
modi found fucking pak from behind,-1
just fooling peoplemodi just ask people amethi rai bareli see how people out poverty enjoying being rich80 leftover population shd told that coz familys ambition power they ready turn india into venezuela game over for congress,1
thought belongs the people who opened these accounts does belongs the modi please confirm ,0
first abv then namo had full years make joker raga irrelevant intentionally let him this would make election tough job many would fall for this announcement now modi will learn lesson his lifetime never learns,1
enough this bullshit can you post the video where modi told that will give lakh each person this lie spread scangress and people blindly spreading this further you attach the proof then yes this modi should kicked out and pappu ,-1
has rightly said soch badlo tabhi toh badhega india people like this gentleman can realise what has done then will definitely contemplate ,1
fifth column justice yet for pehlu khan – modi’ india see more ,1
"▪️rahul gandhi poorest families shall get 72000 per year congress voted power ▪️ chidambaram
called modis 6000 farmers cash for votes scheme ",0
how can congress tolerate the progress made during the modi government,0
still prefer receive 15lakh and not and wont allow modi leave before account credited ,0
hope may the day india will free from modis dictatorship lies his bol bachchan irritating and idiotic voice,-1
chor modi’ promises same like cylinder which full gas ,1
nyaah not economists pliable cas they the flavour the season for modi ,0
"were being made into spineless
pliable
zero merit
ever sleeping
lazy
good for nothing
society zombies getting addicted opium freebies khandan parivar
nation needs strong deaddiction measures make new
strictly
merit based society",1
dangerous move loot india and all effort modi drain ,-1
this mean that the basic unit any modi solution gaibhains,-1
any proof but everyone knows modi openly helped anil ambani rafael hence ,0
another giveaway program the name welfare scheme that would poorly planned and implemented the modi govt has least made attempt develop skills and create entrepreneurial culture right from the grassroots level,-1
can you build house 1month modi building nation 5yrs not enough 2014 indian economy was fragile but 2019 the same economy 6th largest these reports are per world bank and imf thats enough for vote for modi vote per choice,0
not trust netas modi promised orop did not give full orop jaitely also blamed,1
you think the same bjp 2004 social media has changed the narratives cities town abv government never had clear majority bjp see the micromanagement modishah bjp ,1
those asking whats the corruption rafale deal should read our complaint cbi see how modi replaced the almost done deal 126 jets 700cr each 1600 each only give commission ambanis cothats corruption act ,-1
tell him give now will vote modi,0
chutiya all this dan daram will put pressure india balsheetfirst find scource income then all this stuff even modi should learn from tweets ppl can sleep with any1 for votedo anything win electionr politican sick,1
but one can never deny that with its massive looting machinery khanchris doesnt forget its last foot soldier cadres the queue can been seen from the loyality shown pidis,0
aisa hota then tell why modi has good friendship with nawaz shariff where nawaz shariff was supporting terrorist,1
governor supposed the constitutional head kalyans singh has authority speak for modi,0
modi need instruct iims keep one room ready mental health unit,1
fire brand who can easily bash all including modi with all the necessary information and details and will very interesting watch his debates taking everyone will definitely change the scenario the lok sabha can directly take modi☺️ ,1
"advani from delhi
fights from gandhinagar vajpayee from gwalior
fights from lucknow sushma from haryana
fights from vidhisha jaitley from delhi
fights from amritsar smriti from mumbai
fights from amethi modi from patan
fights from varanasi afraid fight from native place",-1
how many crores will you give you say modi gave 350000 richest and you are telling that you can the same poorest families hence question,1
problem will support always shri narendra modi,0
show when said will give you lakhs proof congress ghulam defaming modi using fake scandals have passed years,-1
pls follow atleast narendra modi ,0
kanhaiya plans reach out the voter person not spend social media focus ground issues begusarai but battle the idea modi head ,1
its call power india modi ,0
the only thing which can counter freebies the religious cause unite them religious ground let them feel hindu heshe can only enjoy the freebies heshe exists their daughters not raped and converted how our institutions were destroyed rte,1
lol the gutter class name calling what modi brought this nation has respect for anyone will get what deserveschor has looted rafalewill jail sooner later,1
sapna tum itni himmat rakhti apne desh liye aisa bolosuch shameless lady you areexpected tha tumsehow much really you know about ambani and modithey did not call you for any performance now,1
dear slave will still vote modi not your bar malkin nor your pappu khan,0
modi’ among world’ biggest successes since 2000 more than 900 million people gained access electricity asia with the region getting electrified 2017 compared with 2000 this progress happened india only,1
but can you deny the fact that people vote the name modi these all have been into national politics before modi entered but grand show what youve say about agree politician cant god but what alternate have other than him,1
performance speakss lies empty words deceive ,-1
its all fun and games for the you girl type feminists until comes putting life line for duty please stop this stupid experiment its not worth ,-1
modi bhakth chaiwala chowkidar who gave all these names was the opposition and wrt modi bhakth label never treated god never claimed himself god was the opposition who made him god and his bhakths ,0
did modi pay lakh every indian ‍♂️,0
says modi has done this the difference ,0
people those are supporting and working twitter are not doing for own benefit they are doing work and supporting modi for country benefit,1
need your thousand rupees silence and pakistan supporting want fighter like narendra modi jai hind,1
"modi has vision trillion economy make india 2030
but these jokers are going ruin india for personal benefits god save india from these scums",0
"rails roads highways airways waterways connectivity other infra modi govt working the double the pace than the earlier govt this driven millions youth
via namo app",-1
now people know what modi’ target and what rahul gandhi’ target make judicious choice india was fooled 2014 not 2019 ,0
"
when comes employment the modi govt has not only ensured huge expansion opportunities but also ensured that our youth are equipped with skills
via namo app",1
make promise says modi ,0
"education modi govt brought unprecedented reforms the focus has moved from outlays outcomes with the system learning outcomes
via namo app",1
modi has won mandate and not won peace prize onus question the fake pretender closet bigot malala,-1
proud prime minister chowkidar narinder modi strong dynamic leader india under his patronage ushering the new era development sab saath saab viks ,1
totally correct,0
was wondering are under modi awe cant see anything but this idiot cannot see will bankrupt and india will also bankrupt,-1
see bro agree bjp has not done much for the farmer community but atleast has started working for the same what did congress for years its rule that now they are showing sad faces farmers should give modi another chance wont dissapointment this time,-1
hope will not fools people like modi did with our country man promise lakh every indian account 2014 election,0
modisafe seat varanasi money pumped for years amitsafe seat gandhinagar held advani rajnathsafe seat lucknow held vajpayee gadkarisafe seat nagpur has maha cms ass seat rss only aunty sent amethi lose bahut nainsafi hai,0
the subramanian swamy who questioning arun jaitley and the understanding modis economics will must happy with minimum guarantee income scheme “nyay” ,1
but have save india vote for modi,0
anything congress says there immediate reaction opinions and counter opinions but when modi talks crap and lies and follows with jhumlas you guys say nothing,-1
"they are hypocrites
want serve their family when come power unlike modi who wants serve the nation
request all dont blind vote the best ",1
dvs but modi victory 100 certain,1
wen atal was crooked one was advani when modi crooked one yogi when sarba crooked one hbs when nistish cmcrooked one kailash bjp always taken the corporate style governance dis entirely perception others may agree disagree,0
case you dont know modi has promised blanket citizenship hindus and already hundreds sindhis and sikhs have been awarded citizenship ,0
his lies are easy counter and modi will effectively communicate that masses this jumla scheme will punctured families who would have already got installments pmksy would vote only modi ,1
"
“ narendra modi can give money india’ most richest then the congress party capable giving money the country’ poorest families ",1
guru said that modi and jetly don’ know economy true both them haven’ any qualification economist ’ very surprised that why don’ modi our guru ,1
"good thinking about poor
modi never see poor sbke bare sochte rahul",-1
fake slogan  with modi against congress bjp suit pakistan,-1
much better job than paid abuser troll chor this how pappu supporter mock every hardworking cleanliness worker should know what extent modi supporters are abused ,1
another way looking that congress accepts that modi model has generated huge revenue which they failed hence they think money there ☺️,-1
modi chowkidar tell when you first responded pulwama attack occured over crpf javan give your response time and date and place aswell why took much time respond,1
finally the 15lak lie they went town with consumed them masterstroke modi not counter cong that lie far,1
for the first time the history india governor campaigning for bjp and bhakt going gaga ,1
dragging modi everything necessary this rate you will blame modi you dont get good daughter law your son fedup with you ,1
and 11th reson above all just lies and jumlaas  don’ vote for chor modi and his psychopath bhakts ,0
"good that cranky swamy not modi’ council ministers
",1
this the org which gave the most active working and charges free ppl india like narendra modi manohar parikar nitin gadkari and many more know muslim ppl wanna hide out your indecsencies the world misleading india saying that rss also the same,1
can you please explain source fund for this scheme modi promises from black money,-1
then then ,0
hope get report they converted with own will now focuse country vacancy oppen factory need chowkidar and modi can apply ,1
because the money friggin swiss bank you cant just grab the money and take out the bank you cant even that india but however you can bring that money india which modi already doing not from direct acc transfer but inviting foreign investment,-1
"modi came with 6000rsyear
raga come with 6000rsmonth
now modi jis turn
",0
narendra modi will help you get loans set factories create employment opportunities you can work eat from your hard earned money rahul gandhi will give you free money you vote you sit home and relax without doing anything,1
modi trying make india competent and skilled and this man showing free lollipops first farmers and now citizens you seriously need mental treatment along with your advisors,1
yes course believe modi doing far better than pappu will also lots for the development our country,1
"grt step promise pay the poor this country use bank accounts opened modi govt budget now available which was absent between 200414
but welcome step could start this their own states first pilot whatsay",1
beware ekta chor modi’ eyes are you very soon tadipar shah will knock your door ,1
will never vote chowkidhar who let nirav modi vijay mallaya out this country ,0
what’ the eligibility claim this dole think the number seems chosen say modi have you ₹6000pa ’ giving you ₹6000pm,0
modi has won the mandate and thats why should more accountable least indians,1
gadkari from nagpurhe could not even win mla election from nagpur before rise modihe not mass leader,1
bro dont make fool out yourself has clearly vindicated the stand nda modi has lied then kindly prove dont just come with fake news items shared aka national herald scamster,1
you are ilorin you just cant afford miss this please retweet for people ilorin see ,0
doesnt knowonly know post some other news related modi had asked him why kalburgi still backward districthe doesnt want answer such questionsjus mock oppose for the sake opposing,-1
"seems that next government will formed nda under the modi modi expected take oath may 2019
major overhaul also expected judiciary also where courts are expected replaced journalists",-1
please show exactly where modi has promised give lakhs every indian would appreciate the exact speech,1
not big deal consolidation all kind handouts subsidies into one nyay real better management economy harder actions recovery against defaulters modi cronies that massive amount rural spending would increase,1
you want chowkidar will give you whistle and cap akbaruddin owaisi modi news nation ,0
rahul gandhi promises 72000 per family the poorest the poor 6000 modi announced 6000 for small farmers his budget ,-1
congress when they said that modi govt bailing out jet airways were actually worried about this goyal can open can worms ,0
give the formula how will modi promised lakh promising 72k jhumla hai ,1
this called modi raj,0
that the reason need modi again,0
what ever modi had used the strategy win 2014 elections same thing rahul using,1
wow good home and get 12000 per month modi wondering what will counter this fekuism the latest ideology our country ,1
every single law related environment being diluted which will make urban areas unliveable” shame you modi ,-1
only modi ❤️❤️❤️,0
aiyyo maddy the correct title supreme leader shri modi ,0
"should appreciate him and his courage fight with this goons and well not well polished like pawar modi but has good heart good human being
there case against him for murder kidnap tadipar",1
power modi ,0
ithe buhre din aren’ here agli bar bhi modi sarkar lol ,1
its election gimmick rahul like modi did election ,0
the country needs this fascist modi cant allowed continue loot indians need govt under that will work for common man ,-1
cant laugh harder pidis who were saying that modis 6000 inr farmers like bribe are chanting the name raga for promising 72000 inr  the way what happened promised 10000 inr per month madhya pradesh,1
wary anything fron modis india they are brown version daily mail with real murder gangs,-1
modi engaged celebrities increase his twitter visibility study ,0
"are not listening dad are akhilesh dad searching for funny way you are nikhil are still listening failed strategists are rahul are listening only public you are modi
and nobody listening thats kejriwal ",-1
election timeexpect modi announce 15lakh per month  ,0
even before any confirmation capturing the throne again0 the grand plan mega loot ready being leaked the blueprint himself the onus now get trapped lie trap and mark ourselves safe jumla nakligandhi ,1
modi shameless liar hardly attended parliament wht work was doing hrs must sleeping and watching movies,-1
those are voting that this flawed decissiona reminderit better than the imaginary promise depositing rs15 lacs each citizens account least telling that economic feasibility worked out his team,-1
fool here there not only muslims and christians here there also many hindus same other relegion the hindus kerala wayanad not modis hindu they are gandhis hindu kerala hindumuslimcristians all are equal all are lovely and friends,1
modi govt raises the subject the treatment minorities with islamabad however maintains studied silence regular attacks quoting this only shows the guilty conscience” ,-1
new jumla terrorism new tool for asking votelast time modi decleared bangladeshi will leave assam after may2014today invites bangladeshi,1
how about salesman called modi butcher amit shah bigot swamy child rapist asaram these all should included the syllabus,0
gave your party years you couldnt wipe out property and you think this will take out poverty and this what you use the taxpayers money for shame you this not batting for modi but has framed better policies than your party could ever think ,1
will promise the moon next which will the same way his false promises farmers rajasthan madhya pradesh chhatisgarh that loans will written off days but instead blamed for funds,-1
"its big scheme economic survey 2016 also suggest modi govt they denied but inc will direct transfer bank account less chance for scam here
",1
watchman ’ govt using the issue emotive tool whip hatred xenophobia their notion nationhood only hindus belong this why the modi govt takes action when comes persecution minorities some introspection india ,1
food inflation negative and led aggreruan crisis because farmers are not getting even input prices the market and govt not procuring you agree that modi brought this aggrerian crisis ,-1
shirts and other merchandise sold our media partners are ambassador modi himself chowkidar for the store modi again himself,-1
"anyone except modi
this guy ruling our country like owns demonization and changing vat gst are the doubt the worst outcomes his tenure ",-1
dont know why opposition parties are playing modis turf avoid jumlas raise economic issues like ,1
this the same person who cheered for modi with pompoms song and dance when lied about lakhs hailing him the visionary the century ,0
britishers left india 1947 but their legacy being managed these guys like mallya modi and now goyal,0
